start	end	text
146620	148702	Me tomo un mate nomás si no me lo escupió, ¿entendés?
148782	150724	Por eso, por eso. Bueno, eso. Tenemos...
152346	153607	Bueno, no sé ni por dónde empezar.
154048	154829	No sé ni por dónde empezar.
156010	157972	Pero te propongo por el principio.
158332	158412	Ok.
160875	166677	depende del principio este para vos el principio para mí ese punto es hermoso
166717	172398	porque a ver para mí vos sos de esas personas que tienen construido un
172418	177019	alter ego un personaje una idea de sí mismos el bananero que es una entidad que
177059	180380	tiene una forma de hablar una forma de verse un universo en el que se maneja
181160	184801	clarísimo o sea está recontra elineado que es el bananero
185322	191163	Sí, ha tenido diferentes matices y ha evolucionado, por decirlo de alguna forma,
191183	197084	ha tenido muchas altos y bajos, ha desaparecido, ha reaparecido...
198144	201605	Es como Aerosmith, ¿viste? Como que tuvieron, ¿viste?
201625	204185	Pegaron los 70 y después dijeron, pues esto, se la pegaron la pera,
204445	206286	desaparecieron y después volvieron tocando balada,
206686	207966	después volvieron en reality.
207986	209686	Digo, no sé por qué me comparé con Aerosmith,
209726	211107	no es que me siento como Steven Tyler.
211727	213790	Un poco, quizás. Tengo el pelo medio parecido.
213870	216012	¿Estás en esa búsqueda ahora? Sí, sí, sí, voy a ver.
216032	218816	Soy un viejo sabroso buscando mi identidad.
219136	219677	Bien.
220117	222280	Pero el bananero se modifica, por ende...
222780	223721	Mi primera pregunta sería...
225706	231808	¿Cuándo empezó? ¿Vos eras un niño? ¿Eras un niño bananero? ¿Vos tenías seis años y decías ZAPE, por ejemplo?
231968	236490	No, no era todo lo contrario a lo que es el bananero. El bananero se generó como un...
236830	241992	¿Viste? Jeffrey Damm, el asino serial, que era el nene más bueno que hay, se convirtió en eso.
242032	243912	Otra comparación amigable que te puede convenir.
243972	249294	Exacto. Yo en lugar de matar homosexuales con guiscolas, hice videos, ¿viste?
252016	259679	El tema era, yo era hiper tímido, muy estudioso, obediente, me agarraban de gil, era buleado, entonces...
259699	260719	¿Pues naciste en Estados Unidos?
260900	267582	Nací en Estados Unidos, me crié y me adapté a lo que es el sistema educacional de allá, que es obedecer, obedecer, obedecer,
268383	273545	para que después terminés trabajando en un cubículo, terminés yendo al ejército, todo.
274746	279510	Me readaptan a Uruguay a los ocho años y hay mucha más libertad en Uruguay.
279650	282772	Tengo a mis primos que son unos sátrapas y me dicen,
282812	285554	todo lo que haces está mal, no le puedes dar manzana a la profesora,
285594	289116	eso es de alcahuete, ya con ocho años que te digan eso,
289136	291297	vos te tenés que agarrarte a las piñas y te tenés que defender.
292760	297084	lo cual me hizo bien si no yo hubiera terminado siendo otra persona totalmente diferente.
297104	304109	Entonces tenía todo eso de ser el modelo, el niño perfecto en mi cabeza que se fue destruyendo
304230	309874	y finalmente se sucumbió con la entrada del alcohol en mi vida que fue a los 15 y 6 años
309894	315659	que eso fue lo que me permitió romper la jaula y ahí me empecé a convertir en lo que hoy es el bananero.
316041	320724	Qué loco, eso, o sea, primero, vos a los ocho años, lo de la manzana a la profesora es literal, por ejemplo?
320744	328269	Literal, le llevaba siempre un regalo, una manzana, porque en Estados Unidos, una vez por semana se le llevaba un regalo a la profesora, generalmente los viernes.
328389	331251	Ah, vos eras un niño bananero lleno de esperanza y amor.
331271	338275	Claro, yo creía, creía en lo que es... lo que vi en las películas era la realidad para mí, eso era...
339157	346000	y veías la película de los ochentas, muy impulsadas y fomentadas por todas las políticas de Reagan,
346040	349621	que quería hacer que los ochentas fueran una nueva década de los cincuentas,
350161	355524	que se alimpian, tirar crack para que los grones se maten entre ellos, cosas así.
355904	359846	Sí, sí, full Reaganismo, Reaganismo cultural, que te agarra y te dice, reivindico esto.
359946	362627	Exacto, era la familia, la iglesia, los valores.
362687	363848	La lucha contra el narco también.
363868	367409	Exacto, digo, igual, yo desde chico tenía acceso a televisión,
368671	370552	Rated R, como le llaman, que es para adultos,
370652	371893	porque mis padres están trabajando todo el día,
371933	376375	entonces yo miraba La naranja mecánica con siete años.
377476	379297	Bueno, vi un montón de películas que no tenían que ver,
379317	382259	vi probablemente escenas de sexo,
382339	385040	este felatio y todo, con siete, ocho años.
386101	389423	Creo que era un adelantado en todo eso de la sexualidad en mi cabeza,
389443	392185	pero era muy perturbador por un nen y de aquello Uruguay.
392725	394526	Yo ya sabía de todo eso y mis primos me decían,
394546	396387	nada, ¿qué vas a saber? Y les mostré los VHS que tenía.
398269	404311	a mi familia y decías, mira ahí, es como que eso me dio un estatus, que era el gordito Gil,
404331	411473	le empecé a mostrar esto y dice, de sape, no existía el término sape, pero era eso en ese momento.
411533	414554	Que los archivos te habilitaron con tus primos, como diciendo, mira el material que manejó.
414574	422316	Claro, pero ustedes me agarran de Gil, pero mira lo que tengo acá. Eso creo que fue algo que se marcó en mi cabeza desde
423077	425199	Y dije, ok, con esto puedo hacer la diferencia, ¿viste?
425240	430205	Y está, y digo, son esas cositas que se marcan en el blueprint de uno
430225	432647	que después, viste, en el futuro, lo puedes utilizar.
433008	434910	No sé cómo nos fuimos por las ramas.
434930	438693	No, acá no hay ramas ni tronco, así que vamos hablando.
439316	440457	y terminamos en donde sea.
441558	442439	¿Cómo fue entonces?
442879	445041	Ahí para mí hay una especie de historia de origen
445381	447123	del bananero entonces, porque
447323	449365	si a vos a los ocho años te sacuden
449385	450966	tus primos y te dicen
452027	453248	papá agarrate a piñas
453508	454929	y vos salís a...
455229	457131	también eso es interesante porque es como que te comandan
457171	459293	a la rebeldía y ejecutas.
459655	461796	A la vez, sí, no me quedaba otra, era pelearme con...
461996	465899	Creo que esto lo conté en algún lado, pero me dijeron,
465919	467160	vamos a buscar a alguien para que pelee,
467200	470542	y agarrón a uno que tenía un poco de retraso, el Beto.
471322	473264	Primero me empezó a cagar a trompadas, el Beto,
473284	474625	porque yo he llorado y no le quería pegar,
474645	476406	porque era feo y se le caían los mocos,
476426	479368	no me quería llenar la mano de mocos al pegarle.
479448	482530	Ah, le gordo cagón y mi primo me pegaba patas en el culo.
483150	485271	Y bueno, lo surtí a piñas, pobre, ¿viste?
485311	487253	Lo dejé en el piso todo sangrando y llorando.
487474	491396	es una locura eso, es como una escena de iniciación tribal para reventar al Beto.
491416	496820	Ya tenía creo que nueve años ahí, nueve, cerca de los diez, porque dijeron todos te agarran de
496860	503283	gil en la escuela, hasta mi hermana que le pegaba a otros, viste, y yo era el único al que cagan
503303	508266	atrompados, entonces estaba dejando el apellido Nario bastante ridículo y era un apellido,
508286	511908	viste, bien, viste, porque todos mis primos eran los más fuertes de la clase, menos yo, que era él.
512570	515352	No, esto es increíble, esto es una casa de Game of Thrones, boludo.
515372	519794	Pero nunca existió esa jerarquía de pelear quién quiere ser más fuerte de la clase y todo.
520976	525718	¿Para mí? No pasa nada. Por supuesto que lo ubico, pero me vuelve loco que sea como
525958	530680	estatus familiar. Yo era el enano de la familia, ¿viste? Era Tyrion Lannister. Lo llevaste
530760	534181	a Game of Thrones. Perfecto. Eras Tyrion y vinieron y te dijeron, mira loco, tenés
534201	537763	que empezar a bancar los trapos. Ya está, porque tu hermana es la más pija. Yo, ¿viste?
537783	544786	Te digo, gozo, la pongo por acá y vos hacelasme reír, ¿viste? Eres un papelón, papá, dale,
544826	545586	ponerte media pila.
546007	551290	boludo y ahí arrancaste a combatir sí este ahí aprendí a pelear digo aprendí a
551310	554871	hacer zancadilla y tirarme arriba porque yo estaba era gordito de chico entonces
554911	559853	utilicé este el peso a mi ventaja y los sometía físicamente sí todos eran
559873	563175	mal comidos viste porque la escuela que iba yo era en portones de carrasco de
563195	567837	que venían unos carrascos un barrio semi residencial donde yo vivía venían
567857	570958	unos nenes de ahí y otros venían de otra parte que llamaba la cruz que eran
571158	571619	nenes más
572480	577761	de bajos recursos, ¿viste? Y esos eran los que a mí me decían americano al cagüete,
578241	583042	gordito Gil, me robaban la merienda y a esos fue los que después sometí con mi peso.
584863	588303	Te forjaste golpeando pobres como Batman.
588443	592364	Un americano del imperialismo a pegarle a nenes pobres en la escuela.
593845	597745	Parece que me envió la silla como parte del Frank Condor, pero en realidad no.
599067	603370	Fue algo totalmente que se dio arbitrariamente que yo no tenía la más puta idea.
603390	605312	Narrativamente eso es el imperialismo en Uruguay.
605352	609676	Exacto, en Uruguay viste que todo más en una escala más chica era eso más o menos así.
609796	610596	Espectacular.
610636	614740	Era como Dan Mitrione, viste que yo era el Dan Mitrione de la escuela.
615280	621345	Y eso termina más o menos de forjarse o de asentarse con, dijiste, 15 años, cuando empezaste
621365	623247	a escabiarlo, asociaste el alcohol directamente.
623329	627734	Sí, el tema, digo, yo seguí siendo un muy buen alumno al terminar la escuela, al empezar
628254	635923	el secundario, y mi padre me empezó a decir, ¿y cuánta te hiciste hoy?
635983	637205	Hablando de masturbación, ¿no?
639971	642854	Y yo así, mi padre era mi máximo ídolo, ¿viste?
642874	644597	Y yo así así, ella me dice como cinco, papá.
644997	646059	¡Oh, qué bien! ¡Ay!
646119	647741	Entonces, hoy me dice siete.
648001	648462	¡Oh, oh!
648522	649343	Es para tener que aflojar.
649383	651226	Y yo no me hacía la paja.
651386	652528	Era mentira, no sabía.
652868	654230	Era tan inocente y gilón.
654973	657414	que no, no, me la tocaba y decía, ay, ¿qué es esto?
658054	660295	Entonces tenía como un retraso masturbatorio, ¿viste?
660375	665076	Entonces tenía pelos públicos, todo, y no me animaba, me daba cosa, ¿viste?
665156	668257	Es como que tocar un pene es medio de maricón.
668857	671797	No, no, es mentira, eso lo digo ahora, es una boludez, pero...
672598	674138	Pero también el estatus.
674198	676178	Entonces tu viejo te decía, ¿y cuánto te pajeaste?
676198	677419	Y decías, ¿estoy rompiendo?
677439	679139	Sí, no, sí, no, no, estoy...
680180	682581	Y digo, mi padre estaba convencido que yo era un pendejo
682621	683802	y yo nunca me había hecho la paja.
683822	686144	Le mentí a mi padre para no desfraudarlo.
686244	689085	Es como la mentira de honor más rara que escuché en mi vida.
689105	689486	Totalmente.
689526	691427	El escudo familiar de violentos y pajeros.
691447	693968	El escudo familiar tenía leche y cosas para todos lados.
694589	695549	Y yo no me pajeaba.
695629	697230	Esa era una mentira, ¿viste?
697291	700152	Es como que era un bastardo dentro de esa hegemonía.
700212	703374	Es un bastardo de la casa, de la violencia y la leche, boludo.
703414	704535	Tal cual, era este...
705577	710198	Era el lechero que no derramaba leche, era, viste.
710238	711959	Sí, tenía un tapujo.
712179	714279	Hay una analogía con en casa de Rero,
714299	716440	pero no se me ocurre con respecto a Masturbaciones,
716460	717740	pero hay algo ahí de vuelta.
717800	721481	Sí, no, el tema que le mentí a eso es porque no quería defraudarlo,
721922	725343	y es más, viste, salíamos de gimnasia y hacían pajas grupales,
725363	727963	viste eso de, vamos a hacer una pajas grupal en el video de Harry Potter,
728003	729364	eso es contado de la realidad.
729784	732245	Salíamos de gimnasia, todos transpirábamos en la casa del Bianchi,
732985	735827	y era a todos hacer una paja en ronda a ver quién acababa primero.
735847	737407	Yo dije, no, yo ya me hice como cinco.
737608	738828	No me quedaba más leche, decía.
739168	741389	Mentira, no me animaba a pelar.
742810	745091	Retrocedemos cinco años atrás.
745291	745491	Sí.
745631	747132	Yo llego de Estados Unidos,
747152	749153	mi padre me mete en la Asociación Cristiana de Jóvenes
749693	750834	para hacer...
750954	755276	Es como un gimnasio para hacer natación, básquetbol y todo.
756016	758897	A mí me hacen la circuncisión cuando yo estoy en Estados Unidos con asco.
759819	763061	Entonces, ocho años después, cuando estoy en la Asociación Cristiana de Jóvenes,
763121	767564	te obligan a bañar en pelotas, a duchar las duchas en pelotas, como una cárcel.
768825	772228	La primera vez... ¡Mirá! ¡Mirá la pija del judío!
772768	777051	Esto me empieza a hacer todos los más grandotes que tenían una pija enorme para mí, a mi vista.
777331	778532	Además, las tenía medio a esta...
779234	782235	¡Mira la pinja del judío, es judío y tiene la pinja!
782355	784676	Y todos, ¿viste? Ya me traumaron, ¿entendés?
784696	787317	Como que era judío y que no era, y que tenía un chisito.
787958	791639	Entonces, tenía ocho años y tenía como la cabeza de la tortuga
791659	793179	metida para adentro, estaba re cagado.
793860	794780	Y me hizo un bullying ahí.
794820	797381	Entonces, yo creo que eso también jugó un papel importante
798261	800582	en que yo no quería estar en otros lugares
800602	802463	con hombres desnudos o tocándose el pene.
802823	804364	Cosa que después, capaz, que cambió.
806205	809746	que la alternativa era o ser el bananero o morir.
809766	813847	Exacto, no me dejaron muchas alternativas, así que quiero que de eso la entienda la gente.
813867	818168	Digo, ¿por qué este tipo es nazco? Bueno, no me quedó muchas opciones.
818408	822309	Mirá lo que es su historia de origen. El tipo solo puede ser bananero para no ser reventado,
822329	824149	básicamente. Su historia de supervivencia.
824469	828590	Es como que me fui dando contraparedes que me fueron dejando hasta donde estoy acá, Tomás.
829131	830432	No hubo otra chance.
831333	835196	Eso, boludo, me imagino que es igual con una dosis importante de conflicto a nivel interno.
835256	836598	O sea, tiene que haber algo ahí que...
836858	838339	Sí, sí, este...
839100	841422	Fue algo que me fue costando mucho porque...
842663	844044	Salir del caparazón, ¿viste?
844064	845986	Desear quién era, este...
846166	847347	A transformarme en quién soy.
847928	850891	O quién me transformé, tipo, en mi veinte o algo así.
852374	855854	Me costó mucho porque yo sigo sufriendo pánico escénico,
855874	860055	soy un tipo tímido, he aprendido un arte de demostrarme
860075	861675	que me cago la risa en todo, que me cago en todo,
861695	866316	pero en realidad soy un tipo superintrovertido y sensible.
867097	869977	No, mentira. Sí, sí, tengo una parte así, ¿viste?
870977	876238	Y me cuesta a veces, pero creo que ganamos todos, tanto yo como...
877499	882201	la mucha gente que le guste y le hace bien el humor que hago.
882441	885763	Mira, acá en este lugar somos reivindicadores de la sensibilidad, al palo,
885923	890625	así que con eso no hay ningún grado de juicio, nadie va a reírse de nuestros penes en este momento.
890966	894228	No, no, ahora igual ya, no sé qué pasó, pero se me creció mucho.
894248	897050	Creo que de tanta masturbación que tenía...
897071	899232	Ahora tu pén es enorme, eso también podías aclararlo.
899252	904336	Sí, es que los músculos, el cerebro es como músculo, hay que utilizarlo,
904576	908179	los músculos también y el coso también, de tanto utilizarlo, hago bíceps,
908459	910801	hago las garpijas, cosas así.
910861	913763	Esto es importante para los niños que estén mirándonos en edad de desarrollo.
913843	917085	Acá las herramientas que lo emanciparon fueron la masturbación y el alcohol, ¿no?
917105	918546	O sea, un buen aviso para el sedronar.
919148	927590	Y sí, nunca quemé esa etapa, la estoy incinerando porque le estoy dando desde los 15 años hasta ahora que tengo 46, que son 31 años...
927790	929630	31 años del bananero.
930531	931671	31 años de paja y alcohol.
931771	932571	De paja y alcohol.
933071	935572	Agregue otros caramelos en el medio, viste, que hubo...
935592	936532	Hubo otras exploraciones.
936552	938393	Sí, sí, pero menos mal que las abandoné.
938853	939953	Mirá, eso no tanto.
940213	941673	Esto sí, permiso, me...
941893	945014	Mándale, mándale. Hace la combinación etílica que necesites.
945134	946074	¡Salute!
946094	946735	Ahí está.
949456	954279	Objetivamente es el mejor tráiler de la historia esto, o sea yo ya lo tengo en la cabeza el avance y hay no sé, 10 minutos de esto.
955640	960082	No había single multi, compré un Grunts que está peleador. Está picante.
961244	968751	¿Hubo en toda esta narrativa un momento en el cual nace el bananero?
969111	975397	Ya tenés 15 años, ¿hay un momento que decís lo construí, lo presento en sociedad, soy el bananero o no?
975757	983323	No, el bananero nace bastante después, yo creo que esta historia de origen es como que va...
985367	989450	Deben ser los pequeños, como los noches que se ponen en el cinturón, noches.
989710	989930	Sí.
990170	994994	No sé cómo se dice en español, son como medallones que están poniendo.
995174	996535	Me salen nudos, pero como...
996555	1000799	¿Qué puede ser? Cuando se completaron dije, ahí está, se formó el hijo de puta este.
1001339	1007343	Creo que ahí el tema de que yo era un tipo que me preocupaba muchísimo por todo, estaba súper...
1011408	1015731	Mi preocupación era no, no, no desfraudar a mi familia por mis notas y todo.
1015751	1018272	Y mi padre me dijo, ah, pasala bien.
1018292	1020794	Salí con Cos, con tus amigos, traté de ponerla.
1022435	1026637	Por cierto, si quieren cuento cómo fue mi primera vez que me masturbé,
1026677	1028679	pero este capaz es un poco fuerte.
1028939	1029259	Por favor.
1031181	1032141	No, no me masturbaba.
1032461	1035022	Mis amigos me invitaban a rondas de pajas.
1035102	1036723	Eso era muy habitual.
1036783	1038404	Rondas de pajas como un plan de los martes.
1038424	1040424	Casi siempre después de gimnasia íbamos ahí,
1040444	1043245	porque yo tengo un VHS y yo tengo esto o lo otro.
1044166	1046286	Yo dije, no, allá me embola. Siempre hacen lo mismo.
1046306	1047907	Es porque no tenía nada que sumar.
1047947	1051988	Y una vez mi padre me trae una Playboy,
1052068	1054409	que era de la mina llamada Rosemery Melio,
1054429	1058691	que fue la que le tiró como una bengala al arquero de...
1059872	1067339	de Brasil o de Chile y el arquero se cortó fingiendo que lo reventaron con eso y sacaron
1067419	1073985	a Chile el Mundial de Italia 90 creo. Y bueno, la mina que supuestamente tiró la bengala
1074005	1078128	parche en Playboy, mi padre me regaló eso y mi madre estaba creo que haciendo milanesas
1078208	1082392	o no sé qué, y mi padre me la regaló y dijo ah, a tomar ya que sos tan jeropa, a tomar.
1083514	1087376	Y en el fondo estaba mi hermana, que me jodía porque mi hermana es dos años menor que yo,
1087416	1090998	y decía, yo ya soy mujer y vos sos un niño. Porque mi hermana sabía de mi mentira.
1091679	1092099	¿Ah, ella sabía?
1092119	1098182	Sabía y no me decía nada porque no es buchona, pero era hija de puta, viste, me torturaba psicológicamente.
1098202	1101644	¿Pero hubo una confesión mediante o ella intuyó que vos mentías?
1101824	1103325	No, ella sabía que era mentira.
1103465	1105586	No me hacía extorsión directa, pero...
1108568	1111029	Todo bien, flaca. Como que jugábamos, ¿viste?
1111049	1112929	Te atormentaba. Ella sabía tu verdad.
1112949	1116670	Le gustaba ver mi sufrimiento, porque sabía que me podía dominar.
1117331	1119471	Y, bueno, estaba ella con una amiga y otro primo mío.
1119491	1125253	Yo estaba en mi cuarto, porque siempre fue un chico medio solitario, ¿viste?
1126113	1130074	Y me pongo a la revista y como que mi miembro se empieza el coso
1130114	1134015	y le pegué, así, la agarré, la apreté, le pegué dos jaladas de ganso.
1134976	1137658	y me hizo un bucaque en el pecho, así todo fue, y dije,
1137738	1140660	¡ah, la mierda! Y ahí se terminó la inocencia.
1140800	1142701	Fue la frase que sonó en mi cabeza.
1143562	1146624	Y lo primero que pienso, ni me fijé si mi madre salí
1146744	1150066	con todo el coso así, sin camiseta, y fui al fondo,
1150646	1152668	que está mi hermana, y todo, y digo, mira, hija de puta,
1152688	1154429	¿quieres un nena o la concha de tu madre?
1154469	1156210	¡Mirá, hija de puta, mirá! Le digo.
1157491	1158912	Mi hermana, la amiga...
1161154	1164996	Era así, me di vuelta y empezó, pam-pam-pam-pananana-tara.
1165436	1166176	No, este...
1166196	1169438	Y ahí empecé, ellos contaron todo,
1169538	1171678	y quedé como el pajero de la familia y orgulloso.
1171719	1175100	Y al fin dijiste, al fin soy el pajero de la...
1175120	1176000	¡Pucha tu madre!
1176040	1178401	Lo grité como gol en una final, ¿viste?
1178421	1179942	Soy el pajero de la familia, hijo de puta.
1179962	1182663	Tenía todo eso contenido adentro, era mismo rabia y...
1183563	1185984	Y ahí sí, está. De ahí más no paré. Fue una...
1187386	1190847	Era la naranja mecánica de cheles, una locura.
1191047	1193729	Espectacular. Bueno, ahí hubo un quiebre seguro.
1193749	1196510	Digo, de ahí en más, dije, esto es mi nuevo hobby.
1197010	1199291	No paraba, digo, carne viva.
1199771	1202193	Este brazo, digo, lo tengo así desde los 15 años.
1203273	1205314	Este poder ilimitado ahí acá, entonces.
1205334	1205874	¿Verdad, mi amor?
1206376	1209738	Ella me pregunta todas las cosas que le gustan.
1211620	1216063	Espectacular. Entonces ahí lo liberás, ahí hay una liberación total.
1216123	1218805	Energética, psicológica, sos libre.
1219626	1221967	¿Qué haces después? ¿Vos después estudiaste también?
1221987	1224309	No sé si ya te volviste inmediatamente a Estados Unidos.
1224529	1227211	No, esto, te estoy hablando, esto ha pasado en el 91.
1228093	1231194	Después pasó toda mi faceta de empezar a tocar música.
1231594	1234275	Mi ídolo era Slash y Axel, yo quería cantar como Axel
1234375	1236435	y tocar como Slash, no lo grababa ninguno de las dos cosas.
1236455	1237216	Muy canchero Slash.
1237716	1238956	Sí, era un fenómeno.
1239016	1242357	Y él era mi ídolo, y yo ya sabía que quería consumir drogas,
1242917	1245018	porque lo veía con una botella de Jack Daniels.
1245358	1246518	Más aspiraciones, digamos.
1246538	1250379	Sí, eso era... Digo, yo quiero ser así, quiero verme así.
1250519	1252859	Aunque no había consumido drogas ni alcohol,
1252879	1253980	dije, eso es lo que yo quiero ser.
1254880	1257522	Y bueno, empiezo a armar bandas, a tocar bandas.
1257722	1261204	Era bastante bueno para tener 12 o 13 años,
1261304	1264565	era bastante prodigio para esa edad.
1264605	1266806	Hasta que me empecé a juntar con otros amigos,
1266826	1269468	que fueron con los que empecé a fumar porro,
1269928	1271589	a tomar alcohol, mis primeros pedos,
1271709	1273990	y empecé a ir más para el lado de la música punk.
1274110	1277011	Entonces, empezó a dejar de ser algo tanto de...
1277873	1280254	de ser buen músico, sino de destruir, de romper.
1280294	1282476	Y empecé a romper, tiramos...
1282536	1285177	agarramos canastitos de basura y los tiramos a las iglesias,
1285197	1286959	tiramos bolsas de basura, prendía fuego.
1287139	1288740	Ah, full punk, boludo. Sí, sí.
1288840	1290861	Era en el barrio residencial donde yo vivía,
1290881	1292582	no lo hacía en los barrios pecticantes.
1292662	1296484	En el barrio residencial era Sid Vicious, pero me sacabas...
1297446	1299548	Era una rebeldía cheta controlada.
1299608	1302589	Exacto, exacto. Era todo dentro de una pecera, digo, de...
1303230	1305131	Pero también hicimos Destroy en otros lugares,
1305231	1308093	en unas escuelas también, dimos vuelta un cuadro de Artigas.
1308793	1310054	Eso fue bastante hardcore.
1310134	1310834	Eso...
1310934	1312736	Estoy siendo irónico, ¿no? Pero...
1313756	1315757	Pero hicimos cosas así, y estuvo bueno, este...
1316798	1319480	Y tal, eso lo hacíamos, éramos cuatro y tomamos una botella de vino.
1320181	1325623	mezclada con FUN de entre los cuatro y quedamos re locos, formamos un porro con 15 y 6 años y eso era una locura.
1325903	1334185	Capaz que ahora para un gacho de 15, 16 años no es nada, ¿no? Pero en ese momento no había este Paco ni nada, estoy hablando del 93, 94.
1334265	1336445	Es una etapa más, o sea, más picante en ese sentido.
1336485	1342447	Sí, sí, ahí me empiezo a hacer más, este, creo que el factor punk tiene mucho que ver en el bananero, que el bananero, este...
1343288	1348091	Creo que es punk, es humor punk, es humor de tratar de hacer lo máximo posible
1348111	1352014	con lo menos que tengas y tratar de cagarte en todos y que si se tratan de
1352034	1355677	comprar mandalos a la concha su madre. Ese es el otro nudo, el otro...
1356598	1358359	Eso es bien noventoso también.
1358719	1361461	Sí, el do-it-yourself, la actitud del grunge.
1361742	1363123	Sí, sí, sí, tal cual.
1363143	1367066	Sí, que también, el grunge también influenció porque era lo que reinaba en ese momento.
1368308	1371370	A mí me encantaba a Guns N' Roses y me dejó de gustar porque...
1371831	1373732	Empezaste a Alice in Chains de...
1374153	1375914	Sí, no, no, empezó, ¿viste?
1375934	1377755	Los veías en los Music Awards
1377895	1380377	y los comparabas con Nirvana, que salían que rompían todo,
1380417	1383740	con Pearl Jam, con los Red Hot Chili Peppers,
1383780	1385741	y ves a Guns N' Roses tocando en un piano
1385761	1386942	con El Tonjón, y decís, fue...
1387383	1390105	Estos hace dos años estaban por morir de sobrioza y heroína
1390125	1391986	y ahora están acá, ¿entendés?
1392046	1393948	Tocando con El Tonjón, ¿entendés?
1393968	1395709	Que es la reina de la reina, que me encanta El Tonjón.
1396431	1399532	Pero es como que, ¿cómo se vendieron tan rápido, viste?
1399552	1401973	Sí, te empezó a pasar como la rebeldía por otro lado, ¿agarraste?
1401993	1403734	Dijiste, ya no son los más picantes.
1403754	1407555	Claro, exacto. Y con eso me aprendí también que siempre va a haber alguien más picante
1407595	1412677	y que nunca, este, es difícil ser siempre el más picante.
1412717	1416258	Entonces, tenés que buscar tu forma de evolucionar,
1416278	1419239	porque haciendo lo mismo no va a durar para siempre.
1419259	1421880	Siempre tiene que ir cambiando y buscar, este,
1423021	1428385	metamorfosear lo que vos haces, viste, porque el mismo chiste no va a hacer siempre reír, viste.
1428405	1432127	¿Sabés qué? Eso te quería preguntar, porque yo vengo también de una familia donde están básicamente
1432207	1434809	se dividen entre locos o suicidas, entonces están todos de la cabeza.
1434829	1435309	¡Qué la onda!
1435329	1437971	Y hay una lógica también, siempre ir al frente.
1437991	1439872	¿Reborn? ¿Es tu verdadero apellido?
1439892	1440953	Rebord, Rebord es.
1441013	1442954	Ah, ok. No, porque renacido, pensé que...
1442974	1443955	Sí, sí, queda ahí por una letra.
1443975	1445996	¿Por qué ni que se boletean y vuelven? Perdón, perdón.
1446016	1447417	No, por ahora no volví.
1448699	1454545	pero mi abuelo se mató creo que tres días antes del viernes de resurrección, el domingo santo,
1454565	1463113	no me acuerdo ya cuál era, pero es pascua. Pero empatizo mucho con esta idea de esta como mandato
1463133	1465635	de ir al frente, que es una cosa muy...
1467038	1472840	poderosa para cebarse en esa te hace hacer mucho, pero a veces tiene como unos reveses medio complicados porque
