start	end	text
172467	176289	Pero hay gente a la que eso mismo que vos describiste agarra y dice no,
176349	179111	guarda el método que, no sé, es como...
179131	181192	Bueno, pero no, yo prefiero mucho más lo...
182955	185117	ir directo y andar con vueltas.
185217	188239	El que da con vueltas, finalmente te clava un puñal.
188740	190161	El que va directo, te lo avisa.
190421	192222	Por lo menos el puñal está de frente, digamos.
192242	194684	Claro, te está avisando, te está avisando lo que piensa.
194744	195865	Así que eso no me molesta.
196486	198807	Digo, vi otros entrevistados.
198867	201930	Espero que no me moleste ahora que el entrevistado soy yo.
201990	204452	Pero me parece que está bueno, que es una buena lógica.
204954	205934	Bueno, espectacular.
206034	208375	Me alegra entonces porque también tenemos entonces no solo chivos,
208395	211877	sino la definición del formato bastante clara de entrada.
211957	216259	Te reitero, muchas gracias por haber venido en mi interpretación.
216359	218180	Estás en una buena semana, además, no?
218200	219721	Porque estás recién llegado.
219821	223823	O sea, hablaste con Biden y viniste para el método instantáneamente.
224203	227485	Sí, wow. Sí, y nos reímos de Biden.
227785	231287	Por eso es de Trump, de Trump, de Trump, de Biden, de Trump,
231527	232768	con Biden se rieron de Trump.
235111	238856	Y un poco, los dos tenemos una mala opinión de Trump.
239316	240939	¿Cómo fue esa...
242240	243462	Entiendo que salió bien, ¿no?
243522	245705	La charla con Biden, con todo, te recibieron...
245745	246586	No, no, fue una...
247187	250191	Fue una buena reunión y fue una reunión muy necesaria.
251054	255496	fue además una reunión inusual, porque generalmente las reuniones
255516	260977	se limitan a una charla más o menos protocolar entre dos presidentas.
261637	265459	Pero yo le había planteado a Biden en la primera vez que me había invitado
265479	268179	que se suspendió por un Covid que lo enfermó.
269701	273844	que yo lo que tenía era la necesidad de hablar claramente sobre lo que nos pasaba,
273864	278947	lo que necesitábamos de Estados Unidos, y esta reunión tuvo una cosa diferente,
279347	282890	yo me adivinaría decir a cualquier otra reunión de Biden con un Presidente,
283810	289054	es que vi con un tiempo hablar conmigo y mucho tiempo a sentar a la plana mayor
289074	295018	de su gobierno con la plana mayor de nuestro gobierno y pelotear los problemas
295038	296920	que tenemos, y estuvimos así una hora y media.
298262	300443	Y la verdad es que verlo al Presidente de los Estados Unidos,
300503	304345	a la Secretaria del Tesoro, al Secretario de Estado,
305126	309068	al que manda el Consejo de Seguridad Americano,
310949	313351	vos te sentías ahí con el gobierno americano en pleno,
313751	314512	esa es la realidad.
315272	317373	Y ahí pudimos, durante una hora y media,
317573	320475	plantear las dudas que teníamos, los problemas que teníamos.
321456	322436	Biden es alguien...
326853	333482	que en su trato es muy afectuoso, es un hombre llano, simple y es muy afectuoso,
333502	338349	transmite tranquilidad, transmite afecto en su trato.
339813	345234	Y la verdad es que nos permitió tener una buena charla.
345274	348575	Inclusive la charla se cortó porque dos veces vinieron a sacarlo
348595	352236	porque tenía otra actividad y ya la segunda hasta nos leyó el mensaje
352256	355857	que nos decía, me dicen que me vaya porque voy a generar un conflicto enorme
355877	361279	si no me voy. Tenía a la comunidad griega que no sé por qué tenía
361319	362860	un acto allí en Washington.
363680	369425	y la hizo esperar como hora y media de más buscando terminar nuestra reunión.
370046	373429	Yo creo que fue una muy buena reunión, donde hablamos de los problemas que tiene Argentina,
374310	380355	de cómo Estados Unidos puede ayudar a Argentina, y eso me parece que sirvió, definitivamente creo que sirvió.
380795	385439	¿Y qué te decían de eso? O sea, ¿vos ves posibilidades de cooperación con los Estados Unidos más...?
385459	386800	Con Biden, esta es la...
390005	396389	Es la cuarta vez que hablo personalmente, porque yo hablé con él en el G20 de Roma,
396770	400012	en el G7 de Munich, en la Cumbre de las Américas, y esta es la cuarta vez.
401113	409359	Siempre habíamos tenido charlas de 5 o 10 minutos, y algunas veces hablamos por teléfono.
411581	412802	Él siempre repite lo mismo.
414563	417585	Él dice que él y yo tenemos algo en común, que heredamos,
418628	420329	una economía desquiciada
421491	423432	de quienes no precedieron en el gobierno
424874	426255	y que por eso me entiende muy bien
427096	429338	o sea él empatiza con vos, él te dice
429758	430439	textualmente
432401	436164	escuché ayer alguien que decía que tenía la conversación desgrabada y que hizo
436184	436664	una mentira
437325	440388	pero de esto que estoy diciendo tiene muchos testigos porque no es que me lo
440408	440988	dijo a solas
442312	446236	Me lo dijo a mí y después lo dijo dos veces en la reunión donde estaban
447277	453444	Cafiero, Massa, Gaviseruti, Vito Velo. Estaban todos, macures. Estaban todos,
453484	456627	absolutamente. Con lo cual él tiene...
458310	463133	Él creo que entiende lo que me pasa porque a él le pasó lo mismo
463153	468915	y me lo recuerda cada vez que me ve y me parece que sirve,
469075	472857	que eso sirve mucho, a nosotros nos ayuda mucho que él entienda ese problema.
472897	477379	Además, él tiene muy en claro las similitudes entre Macri y Trump,
478660	482502	entiende perfectamente el vínculo que tuvieron y que tienen.
484185	488731	Entiendes perfectamente que la deuda que tiene Argentina fue una decisión de Trump
490213	491635	para favorecer a su amigo Macri.
495459	500503	Y en esta ocasión no porque no hablamos en esos términos de la deuda,
500523	505046	pero sí, le dije yo que la deuda que tenemos es una deuda estando yellen,
505826	509809	que es una deuda que la Argentina tomó y que era impagable y que va a haber
509829	513692	generaciones de argentinos que van a estar afectados por esa deuda.
514493	518575	Y por lo tanto tenemos que hacer que la deuda que se decidió con motivos
518595	522879	políticos tenga el menor costo posible para la sociedad argentina.
523661	525424	que es lo que hicimos cuando firmamos el acuerdo,
526265	528830	firmar una serie de condiciones que no nos condicionan.
530413	531315	Y creo que él lo entiende,
531335	533739	él lo entiende y de hecho...
535324	539727	ahí delante de nuestras instrucciones para que se atiendan a nuestros problemas.
540187	541127	En ese sentido, ¿no?
541768	545350	Estos de los medios hablan de construir un puente.
545790	552154	En verdad lo que nosotros planteamos es, tenemos un 2023 complicado porque la sequía nos genera
552214	556897	un problema fiscal muy serio, tenemos que pasar este año y para eso necesitamos el
556957	561359	apoyo de los organismos internacionales de crédito, Fondo Monetario, Banco Mundial y
561399	561579	BIDE.
562201	567965	Necesitamos que ustedes allí nos ayuden, porque los 3 son accionistas mayoritarios
568025	575370	y su decisión pesa mucho en el conjunto de naciones que forman esos cuerpos.
576351	579333	Y lo que sí encontré es muy buena receptividad, mucha comprensión.
579353	585937	Y de hecho, tanta receptividad que en una semana está mandando a la segunda
586518	590440	de Blinken, del Secretario de Estado, a la Argentina para ponernos a trabajar.
591282	598268	vos de alguna manera, aparte, o sea, recuerdo también que vos pudiste hablar con Putin,
598288	605194	o sea, teníamos un diálogo con China también. ¿No existe ahí una tensión? ¿No te dicen
605234	611259	mira, yo te doy una mano con esto, pero necesito que dejes de comerciar en estos términos
611279	615023	con China, que dejes de hacer esto con Putin? De hecho, es más, si no me equivoco, o lo
615043	615923	había leído en un...
617566	619306	No sé si era un off the record o qué era,
619446	622187	pero creo que vos tuviste una conversación con Putin
622367	625528	al respecto incluso de la guerra en Ucrania.
625908	630630	Onda, que tenía que cesar en eso, o sea, hasta en esos términos, digamos.
630810	634331	Con Putin yo tuve una reunión de tres horas a solas, ahí sí.
634771	641113	Tuvimos tres horas solos antes de que empezara la guerra.
641614	642694	Ah, previo entonces.
642714	645215	De las tres... No, pero lo que le dije está bien también.
645875	646755	De las tres horas.
649717	654939	45 minutos finales, él se dedicó a explicarme el problema que tenía con Ucrania,
655699	658960	que era básicamente con la OTAN, que él veía el riesgo
659540	662822	de que la OTAN llegue a la frontera con Rusia.
664682	668224	Pero la verdad que yo le dije lo que francamente creo,
668924	672105	después de una pandemia, desatar una guerra sería un hecho trágico.
672845	674566	Y él me dijo que ese tranquilo que no va a pasar.
675266	676406	Y dos semanas después pasó.
677868	681911	La verdad es que me sentí un poco decepcionado, porque dije que me mintió, pero...
681971	684432	Ahí no le decís, no le mandás un WhatsApp.
684452	686253	Pero debo confesarte que... Telegram, capaz.
686273	689615	Que después... Ahora es americano este telegram, así que viene aquí.
689695	691737	Y se filtran todos, aparte de los telegrams.
691757	692317	Sí, claro, claro, claro.
692337	694498	Lo que te decía es que...
694518	696680	Cuando...
703625	707888	Yo en ese momento le dije a él que me parecía, él me dio la tranquilidad de que no le iba a pasar nada,
707908	715213	pero después, en el 17, cuando pude hablar con Macron, me dijo que tres días antes se había hablado con él
715233	721877	y de hecho que no le iba a pasar nada, con Draghi, que en ese momento era primer ministro de Italia,
722717	725219	y me dijo que había hablado el día anterior.
726440	727481	y que no iba a pasar nada.
728361	730361	Con lo cual, nos mintió a todos, debo confesar.
730381	734642	Asumo que querían mantener el factor sorpresa de una incursión militar.
734802	738082	Entiendo que cuando uno va a lanzar una guerra no se la anda contando todo el mundo.
738162	738902	Entiendo que es así.
739583	740743	Pero me sentí menos...
740983	742803	No fue personal con Argentina.
742823	745003	No fue personal conmigo, exactamente.
745023	749324	Ahora, cuando la guerra empezó, hablé dos o tres veces con Putin.
750344	754905	Y en todas las veces le dije que estaba generando un daño enorme al hemisferio sur.
756106	759206	porque ésta es una guerra que se desata en el hemisferio norte,
760186	763787	que diría yo que tiene como dos protagonistas centrales, que son Estados Unidos y Rusia,
764727	767748	una víctima que es Ucrania y una víctima que es Europa,
768008	769888	que queda en el medio de la disputa.
769968	772449	Sí, lógico.
775229	780210	Y tienen una actitud rara con Europa, o sea,
780931	785953	Tiene una actitud de mucho apoyo a Ucrania, pero de un apoyo relativo.
787033	791034	O sea, a Ucrania le apoyan mandándole armas, pero no le mandan tropas.
792695	798877	A Ucrania la ayudan con préstamos del Fondo Monetario Internacional.
799517	800937	A Biden se lo dije el otro día.
802278	807359	Y a Pedro Sánchez se lo dije en República Dominicana.
808500	810260	Ustedes están muy preocupados por...
811402	816466	por Ucrania, ahora Ucrania y Argentina son los dos países más endudados
817607	822951	del mundo con el Fondo Monetario y los dos pagamos sobretasas.
824232	827475	Si quieren ayudar a Ucrania, ¿por qué no le quitan las sobretasas y nos la
827495	828536	quitan a nosotros también?
830298	832900	Tiene un modo muy raro de ayudar a Ucrania.
833040	834881	Le mandan armas, no le mandan tropas.
835022	837944	Y no es lo mismo un soldado con tres fusiles
838744	842407	que tres soldados con un fusil cada uno.
843567	846930	Está claro que si mandan tropas se desató la Tercera Guerra Mundial.
847490	848010	Está claro.
848951	852133	Pero a mí lo que me preocupa es que en ese tiempo
852573	854315	el desgaste de Ucrania es muy grande.
854895	855996	Es como una agonía lenta.
858178	862338	Y aunque Ucrania insiste en que tiene fuerzas para pelear y ganar la guerra,
862358	866499	y está demostrada su capacidad de resistencia.
867379	870940	Yo creo que Putin pensó que esto duraba una semana y lleva más de un año.
873140	876441	Hay una pérdida de vidas en Ucrania indudable,
876481	878201	y hay una pérdida de territorio indudable.
878241	881602	Entonces, todas las veces que hablé con Putin, yo le explicaba a Putin
884823	888044	que estaba haciendo un enorme daño en el hemisferio sur, que es donde Rusia
888925	891866	tiene sus mejores amigos, entre comillas.
892646	895567	Y yo se lo comentaba en estos términos a Putin.
897228	904671	África reconoce en Rusia al socio que les permitió dejar de ser colonias.
906895	910396	colonias inglesas, portuguesas, francesas,
910996	914058	fue Rusia quien los ayudó para que dejen de ser colonias.
914818	916579	En Asia pasa muchas veces lo mismo.
916599	923541	Y en América Latina, la vacuna nos había amigado mucho con Rusia.
925022	926162	Y todo eso se está perdiendo,
926182	928243	porque ¿quiénes son los que más padecen la guerra?
928483	929904	¿Los países del hemisferio sur?
930705	937588	Dónde la FAO te dice que este año va a haber una hambruna que va a afectar a 300 millones de personas.
938309	939469	La mayoría son africanos.
939489	945192	Entonces, lo que yo le planteaba a Putin, mira que esta guerra que vos tenés con Ucrania,
945272	948053	en verdad está afectando tu vínculo con el sur.
949234	951035	Y esto tenés que revisarlo, no lo tú.
951055	955737	Digo, estoy simplemente haciendo coloquial la charla.
955757	956897	¿Qué te dice Putin ahí?
958158	958578	Me escucha.
959560	968944	pero no me contesta, es lo que dice que él no desató esta guerra que este conflicto lo desató la OTAN llevando los límites mucho más allá de lo permitido.
968964	969905	Su tesis es que...
971126	975727	Cuando cayó el muro de Berlín, cuando cayó el muro de Berlín,
975747	982889	hubo un acuerdo tácito que decía la OTAN no avanza sobre el este de Europa.
983929	984789	Y fueron avanzando.
986430	987410	Y eso no lo cumplieron.
987870	993391	Entonces él dice yo les he pedido que vuelvan al acuerdo tácito del muro de Berlín
994331	995112	y nadie me contesta.
999034	1003196	Y es cierto, también, que Ucrania dos veces se ha discutido en Europa
1004017	1008760	si se asociaba a la Unión Europea y por esa vía entraba la OTAN.
1009501	1012903	Pero las dos veces se rechazó que entre a la OTAN.
1013724	1015945	Y los que votaron fueron Alemania y Francia,
1015965	1018327	los dos países centrales de Europa.
1018347	1023971	Entonces, ahí hay algo en lo que dice Putin
1024011	1026113	que no termina de entenderse.
1026694	1031296	Y con esta posición en términos de política internacional, para con Estados Unidos,
1031476	1033617	¿es más que suficiente para tener un buen vínculo?
1033717	1036578	O sea, yo pienso en términos, o sea de...
1036598	1037138	A ver.
1037659	1037859	Sí.
1038659	1043521	Nosotros somos un país independiente y nosotros tenemos derecho a vincularnos con todos los
1043541	1046682	países del mundo como nosotros creamos, más conveniente para Argentina.
1046702	1047222	Clarísimo.
1048543	1052424	Yo no le acepto a nadie que me diga con quién puedo hablar o con quién no puedo hablar.
1053646	1056969	Y si alguien me dijera hoy para seguir hablando con nosotros,
1056989	1058830	dejad de hablar con Putin, yo le diría que no.
1058870	1065215	Por ejemplo, cuando fue el G20 en Indonesia donde estuve el sangrado estomacal,
1065235	1069638	se hizo más famoso por mi Balestar que por el G20 acá en Argentina.
1071481	1077206	hubo una propuesta de expulsión de Rusia, del G-20, y yo me puse tenazmente
1077246	1082431	y hablé con muchos líderes europeos que me acompañaron en la propuesta, y en la lógica.
1083592	1085473	Hay cosas que yo no admito.
1087395	1090978	Pero digo esto y también le digo a Putin, porque soy un hombre profundamente pacifista.
1091779	1096443	Yo creo que las guerras le han hecho mucho daño al mundo y que no es el modo de resolver conflictos.
1097105	1099806	y que después de una pandemia, desatar una guerra es inhumano.
1100087	1100547	Sí, sí, sí.
1100587	1102348	Y eso te lo pienso, lo puedo decir a Putin.
1102628	1103708	No, es que yo aparte lo imagino.
1103949	1107390	Nunca tuve la posibilidad de hablar con la primera plana de los Estados Unidos
1107430	1108551	y ver cómo es.
1108671	1109492	Así que hay algo.
1109812	1111993	Es más, nunca hablé con un presidente en ejercicio.
1112473	1114434	Así que tengo la primera vez.
1114474	1115455	Primera vez, primera vez.
1115555	1117055	Exacto, con un presidente en ejercicio.
1117075	1117956	Primera vez que hablamos aparte.
1117976	1122278	Entonces tengo una serie de preguntas también de índole personal de ser presidente.
1122318	1126180	Que te inquietan, que te inquietan, que te generan dudas.
1126200	1126540	¿Cómo será?
1126762	1131024	por supuesto que me inquietan porque como toda persona que bueno vos también
1131044	1134406	vos ha sido un militante político de la Facultad de Derecho, me entiendo.
1134526	1140649	Y de la UES, del Colegio Secundario, yo empecé en el Colegio Secundario mi militancia política.
1141470	1145714	Eso para mí es un tema en sí mismo, pero aparte creo que hay algo para saber, incluso
1145734	1150057	de toda persona que ha militado en su infancia, en su juventud, en sus primeros años, ¿para
1150078	1154501	vos era un anhelo ser presidente? ¿Vos decías que tu fantasía política era, uh, yo algún
1154521	1157624	día voy a ser presidente de la Argentina o no existían las coordenadas?
1157664	1163288	Yo tengo grabada de mis años de colegio secundario donde era delegado de mi colegio, del Mariano
1163308	1163609	Moreno.
1167132	1171854	que cuando me hablaban de cuáles eran las expectativas, que hablábamos entre chicos,
1172274	1180297	tenía 14 años cuando empecé a militar, yo siempre repetía lo mismo, yo decía yo quiero
1180317	1185039	tener el poder de que con mi lapicera pueda afirmar cosas que mejoren la vida de la gente.
1186860	1192463	Y no te voy a mentir, yo creí que mi sueño se había cumplido ya con Néstor.
1194404	1198845	O sea, el haber sido el jefe de gabinete de Néstor para mí es lo mejor que me pasó en política.
1200045	1205487	Porque pudimos durante esos cinco años cambiarle para bien la vida de la gente.
1205727	1210648	Y muchas veces mi lapicera estuvo presente en la promulgación de leyes,
1210688	1215229	en la firma de decretos o en decisiones administrativas del jefe de gabinete.
1216110	1220094	Con lo cual yo creía que ya estaba hecho, mi sueño ya se había cumplido.
1221115	1223478	Y estaba muy conforme con haberlo cumplido de ese modo.
1223638	1231866	Pero la historia dijo que tenga que hacerme cargo de representar el peronismo en una elección.
1232647	1233208	Y acá estoy.
1233228	1236951	Ahora, si me preguntás si lo pensé, nadie que haga política...
1238214	1243756	puede decirte que no sueña con ser presidente porque todos nos sentimos aptos e idóneos
1244237	1250079	para llegar a ese lugar. Pero la verdad es que yo ya estaba trabajando por la unidad del
1250099	1255602	peronismo, que era lo que verdaderamente me preocupaba, para ganarle a Macri y terminar
1255642	1256762	con esos años infames y terminar acá.
1263607	1268110	Casi te diría como una tarea militante, porque yo trabajé por la unidad,
1268150	1271533	cuando logré la unidad, un día Cristina me dijo, tenés que ser vos,
1273375	1275236	porque si yo...
1277279	1281741	Las posibilidades que yo gane no son absolutas y si ganan no me van a dejar gobernar
1282582	1285543	y vos pudiste construir diálogo con todos, así que tenés que ser vos.
1286444	1290486	Y durante tres días lo charlamos con Cristina, así era razonable lo que decía,
1290546	1294128	finalmente terminamos haciendo lo que hicimos.
1295050	1298732	Y, de vuelta, con este mismo tono de interés personal,
1298812	1301134	realmente personal, como si uno estuviese aislado del mundo.
1303095	1306497	¿Está bueno ser presidente o es un garrón?
1307678	1309519	No, no, es un enorme honor.
1310320	1315383	No, no, no, yo, como dije en el primero de marzo en el Congreso,
1316464	1320426	voy a terminar este mandato con la tranquilidad de haber dejado todo de mí
1321949	1326292	y de haberme llevado solamente el honor de haber sido el presidente de los argentinos.
1327233	1329254	No, yo tengo un cariño enorme por este pueblo.
1329875	1331816	¿Y estos fueron años felices?
1332377	1334418	No, eso es otra pregunta. Eso es otro tema.
1336500	1339742	No. Si me hubieran dicho, elegí cuatro años para ser presidente,
1340723	1341544	esto no los elegía.
1343186	1350572	Pero no los podría haber elegido, no los elegiría si me dieran la oportunidad
1350592	1352394	de conocer cómo iba a ser el futuro.
1354095	1360100	No, fueron 4 años terribles, es una suma, es la suma del Fondo Monetario,
1360220	1363963	la deuda que dejó Macri, el 54% de inflación que dejó Macri,
1364504	1369127	más la pandemia, más la guerra, más la sequía, es demasiado, ¿no?
1370509	1376711	Ahora, no es algo que me pasa como Presidente, es algo que le pasa a la humanidad en su mayoría,
1376731	1387934	porque salvo Macri que es exclusivamente autóctono, la pandemia, la guerra, el cambio climático
1387994	1390935	es un problema que afecta al mundo, afecta al mundo.
1391635	1395296	Es un tiempo muy difícil de la humanidad en el que me tocó ser Presidente.
1396297	1401941	Y la verdad es que, te digo, si me das a elegir, elijo cuatro años más felices,
1403162	1407545	porque te aseguro que cualquier persona que tenga un mínimo de humanidad,
1409507	1414250	prenderse durante dos años, levantarse, prender el televisor y ver en el pie un contador de muertos,
1416052	1419554	es muy duro, es muy duro, es muy duro.
1422316	1424998	Y a cualquier persona, cualquier ser humano que...
1427101	1431123	que se precie de tener la condición humana, que debe tener un ser humano,
1432244	1433705	eso no le pasa a desapercibido.
1433725	1436266	Si sos presidente, multiplica eso que vos sentís
1437627	1438347	por millones.
1438828	1439808	Y eso es lo que yo sentía.
1440569	1441409	Y cuál es la...
1441529	1446032	No sé si hay, no sé si decir receta, no creo que haya receta, pero...
1447174	1454343	¿Qué posibilidad de administración interna, de vuelta, eh, subjetiva existe para mantener la cordura?
1454403	1457627	O sea, para agarrar y decir, bueno, administro estas variables,
1457647	1460791	estos son mi plato de problemas de cada día.
1460831	1462713	Yo recuerdo, vos hablaste de Macri, por ejemplo.
1463436	1467879	Macri tiene una frase muy conocida que dice que él a las 7 cortaba para ver Netflix,
1468039	1472863	que le agarraba y decía eso. Yo quiero decir algo, es post ideológico lo que voy a decir,
1472903	1475845	pero yo siempre admiré la tenacidad vacacional de Mauricio Macri.
1475865	1479487	Para mí es algo que él siempre lo pudo mantener, o sea, como ese equilibrio,
1479527	1482569	yo creo que uno es humano que ejerce responsabilidades y no es que pierde
1483751	1487714	intereses. Vos, siendo Presidente, ¿existe la administración de
1488414	1490615	me miro una película, me leo un libro, me...
1491796	1494457	Bueno, tú eres tu hijo.
1494477	1496198	¿Eso no...
1497119	1499080	te levantás un día y te morís?
1499100	1502962	Jajaja, a ver.
1503082	1505243	Está buena la pregunta, está buena la reflexión.
1505964	1506224	A ver.
1508385	1508585	Ehm...
1510888	1515153	Cuando yo gané las elecciones, Macri me invitó el día siguiente a verlo
1515654	1517055	y fui a la Casa Rosada a verlo.
1517676	1521320	Fue una charla muy rara, debo confesarte.
1521420	1522221	Lo primero que me dijo...
1523404	1529846	es, mira, tenés que prepararte para cada dos semanas cortar porque esto es una tricturadora.
1530886	1532587	Entonces, si vos no paras cada dos semanas...
1532607	1533147	¿Tienes sentido?
1533847	1536468	Bueno, es lo que vos decís, es la capacidad como decís y era...
1536748	1537609	La tenacidad vacacional.
1537649	1538729	La tenacidad vacacional.
1539069	1540090	Él lo tenía muy en claro.
1541010	1545992	Entonces yo lo escuché y le dije, mira, yo sé de qué se trata esto.
1546012	1549413	Estuve cinco años en el despacho de ahí al lado así, sé de qué se trata.
1552094	1555836	Tomarse un descanso cada dos semanas, creo que es difícil, le digo, pero...
1556216	1558837	Y todavía no sabía de la pandemia y todavía no sabía de la guerra, ¿eh?
1559277	1560177	Sólo sabía de Macri.
1562038	1566840	La verdad es que cuando tenés un lugar como este, esto me cabe a mí,
1566940	1570961	le cabe a los ministros, le cabe a todos los funcionarios, al presidente blanco central,
1571481	1572442	al director de la FIP.
1573562	1574022	Mirá...
1574102	1574382	Es 24 por 24.
1582166	1586387	Es 24 por 24. Está claro que el cuerpo humano en algún momento te pide parar.
1587388	1590029	Y tenés un rato siempre para tocar la guitarra.
1590649	1598292	Ayer, por ejemplo, que volví de viaje, llegué al mediodía a Olivos
1598312	1600973	y me pasé toda la tarde con Francisco, que preguntaba de todo ser padre.
1601734	1605115	Lo hice toda la tarde jugando con Francisco, que ya empieza a dar los primeros pasos.
1605135	1609438	Quiero, con mi ansiedad, quiero que ya se largue y que no se agarre de mi mano.
1611239	1613140	Y lo disfruto mucho, lo disfruto mucho.
1613780	1617382	Pero el pobre Francisco se tenía que bancar que cada veinte minutos mirara mi celular
1617442	1623705	a ver si había alguien que me estaba buscando para comentarme en una urgencia.
1625226	1628208	Esto es así. Si sos responsable, esto es así.
1629810	1636052	Si no, podés tomarlo la presidencia con un pasatiempo de tu vida,
1636252	1641593	en el medio de un interregno en tu vida y podés dedicarte al jugar al golf,
1642474	1644714	a descansar en el agua escondido,
1646175	1648235	pero si sos un tipo responsable, es 24 por 24.
1649857	1653579	Me decías que Macri, o sea, se juntaron y te dio este consejo.
1654280	1658462	Si vos tuvieras un consejo para Alberto de hace tres años, estás por asumir,
1658923	1661064	¿qué te dirías, qué te aconsejarías?
1663146	1668970	No, yo le diría hacer lo que tenés que hacer, hacer lo que vos crees que tenés que hacer.
1669570	1674373	Yo la verdad es que yo soy un tipo con muchas convicciones y muy seguro de mí mismo.
1675734	1678496	No soy un salvario, pero soy muy seguro de mí mismo.
1681454	1686136	Tuve muchos consejos cuando asumí, de todos los consejos que escuché,
1686316	1688776	hay uno que cumplí el rajatabla, si me lo dio el Papa.
1691417	1697099	Me dijo, a usted le va a tocar un tiempo difícil, y eso que no era tampoco la pandemia el tema.
1699340	1704141	Lo único que le pido a usted, lo van a tironear de todos lados, por derecha y por izquierda.
1704822	1709983	Lo único que le pido, es que antes de reaccionar, trague saliva y cuente hasta diez.
1711224	1712685	Y eso lo cumplí a rajatablas.
1714345	1716006	Y yo creo que sirvió, ¿eh?
1716726	1717826	De verdad, créeme que sirvió.
1718687	1719367	Créeme que sirvió.
1720347	1721828	Porque lo peor que hubiera pasado
1723228	1725189	es que, como buen ariano que soy,
1725969	1728470	me hubiera dejado llevar por el impulso, por la reacción,
1728490	1732891	y hubiera roto la tranquilidad o el espacio político.
1734292	1736612	La verdad es que yo creo que el Papa me dio un gran consejo,
1736632	1737373	y ese lo seguí.
1738653	1739993	Si me tuviera que dar un consejo,
1741395	1744297	Diría, actúa con la honestidad que actuaste.
1745158	1746799	Nunca dejes de lado tu honestidad,
1748320	1749882	intelectual y de todo tipo.
1751843	1754025	Seguir preservando tus convicciones.
1755946	1756787	Ser realista,
1757968	1762852	pero que la realidad no te haga creer que es imposible cambiar.
1769038	1771780	y sé vos, que es lo que siempre fui, fui yo.
1772480	1775863	Y por ser yo, en muchos momentos me desencontré con gente que quiero,
1776483	1779165	pero por ser yo, por mis convicciones, porque sentía
1779826	1781447	que a veces me pedían cosas que
1782288	1783368	quiera dejar de ser yo.
