start	end	text
214230	218472	premonitorio. Yo entré a Twitch chat para hablar para esto y ahí estaba ese
218572	225155	último mensaje. Perfecto. Muy loco. Fue una locura. No puede ser más cíclico en
225175	230137	términos de cierre y premonición, pero no se puede no hablar de División
230157	232138	Polarmo. No se puede no hablar de...
233620	238201	Te digo, para mí, o sea, la terminé, eso no te lo había dicho, ¿verdad?
238321	240061	Me quedaba el último que lo venía reservando,
240561	244342	pero me encantó, o sea, de verdad me encantó, ¿viste?
244462	248262	Hay algo... Ya debes estar curado de elogios al respecto de esto.
248342	250883	Siempre me cuestan los elogios. No sé qué cara ponerlo.
251083	254423	Es más, mientras yo leí a lo que pienso de la serie...
254463	257724	Sentí que hizo una sonrisa que no me convenció.
257944	260685	Podés grabarlo solo a Santi mientras yo leí a lo que pienso.
260705	260785	¿Qué?
263426	264907	¿Está bien?
265688	267549	Ahora me da risa a mí.
268210	273354	Dio su palabra.
273394	275176	La sonrisa era...
275296	279799	Es como... Es un fenómeno medio a lo que te canta en el cumpleaños.
280000	282462	Me sale natural, sí. Es re espontáneo.
284785	285666	¿Eh?
286187	289850	Viste que hay un género como cuando te cantan el película de años
290050	292772	que no sé qué mierda hacer. Y está pensando tres deseos.
292792	294874	Sí, están todos celebrándote. Sí, sí.
294914	296796	Acá también, como uno te dice un elogio,
296856	298597	estás pensando cómo responde un elogio.
298617	298637	Sí.
300960	309162	Esto es un género, esa incomodidad. Porque es elogio, cumpleaños y también en el mundo notas, cuando alguien llega y te aplaude...
309262	313963	Eso, es decir, cuando te aplaude en un chiste, a mí me pasa también, ¿cómo para? ¿Un chiste?
314683	317444	Con los aplausos, ¿no? En el mundo notas también.
317664	321685	Y te aplaude, te reciben y hay un aplauso. ¿Y vos qué haces? ¿Vos aplaudís también?
323166	326468	No, como que te aplaudís a vos mismo, no sé qué hacer, es como...
326989	337597	Es un debate, porque si aplaudís, podés ser, o sea, es un delirio stalinista y aplaudís a vos mismo, así, en el palco, o participás como de la celebración colectiva.
337617	341440	Hay gente que lo lleva con mucha elegancia, ¿no?
341580	342381	Como que le calza.
342641	345723	Sí, quizás lo van incorporando, lo van aprendiendo.
346125	347886	¿Vos viste alguna vez a alguien recibir con mucha elegancia?
347946	350148	No, pero Lady Gaga no estará muy canchera.
350548	350708	¡Ay!
351569	352970	Y debería, ya es natural.
353010	354551	Cuando la aplauden.
354711	355932	Y a mí me vuelve loco el género.
355992	359115	¿Hay personas que entran a lugares y el lugar aplaude?
359395	359535	¡Uf!
360596	364839	¡Ay! Esto, primera talla de actoral argentina, por ejemplo.
364939	367161	¡Ahí va! Ricardo Darín, decís.
367221	368141	Yo creo que...
368862	370983	Creo que nunca estuve en el mismo lugar con Ricardo Darín.
371784	372124	¿Vos sí?
372605	373425	Sí, una vez.
373505	374106	¿Lo aplaudieron?
374166	375166	No, porque había varios...
376890	379816	Porque era una especie de VIP, de alguna manera.
379896	380517	Era chico.
380817	382881	Sí, suponía que para que estés tranquilo.
383082	383482	Bien.
384384	386568	Yo creo que sí. Sí vi que le dio de comer un gatito.
387312	389394	Fue espectacular eso. ¿Alimentó un gatito?
389454	392437	Sí, era como un lugar abierto y había un gatito.
392557	394859	Se le acercó y le dio comida. Dije, mira, Ricardo.
395459	395840	Como…
396200	399803	¿Vos decís que eso fue de su humanidad?
399923	401504	Sí. ¿Y no estará estudiado?
401705	404447	No, nadie lo miraba. Yo solo mirándolo.
404467	407029	Pero esa es la clave. Siempre quieren que creas
407069	410332	que no hay nadie mirando. Para mí es honesto.
410652	413034	No es un gatito extra que… No me quieras llevar.
415057	417899	¿Una declaración? ¿Una declaración fijante sobre Ricardo Darín?
417919	420041	No. Te estoy diciendo que no iba a comer un gatito.
420101	423444	Las polémicas apreciaciones de Santi Goroschi sobre Ricardo Darín.
423884	424084	No.
424684	427747	Ah, Dios. Estoy muy tentado con la sonrisa en cómodo.
427787	428948	Me hizo reír mucho.
429468	430549	Bueno, me ibas a decir el elogio.
430609	431990	Yo iba a elogiarte. Iba a elogiarte.
432010	433231	Ahora voy a tratar de hacerlo bien.
433251	435613	Iba a elogiarte de verdad. Lo voy a hacer en serio.
435993	439015	Que es que me encantó la serie. Me encantó División Palermo.
439035	440876	Pero me encantó a un nivel...
441037	443819	Yo creo que este mensaje se lo mandé a Garaval, primero.
445521	449663	Garaval, dicho sea de paso, gran persona que escapa a este formato, ¿eh?
450023	450423	Ah, sí.
450503	454345	Garaval es la persona más uidiza por más tiempo prolongado al respecto de esto,
454365	455686	porque desde el principio era una posibilidad.
455706	459107	El principio fue, che, Martín es la persona que más le ha esquivado al método.
459467	460348	Es que con Martín hablamos.
460448	462489	Es difícil hablar tanto tiempo y no pifiarla.
462549	463909	Entonces, eh...
464170	467311	Bueno, yo estoy transpirando ahora y me puse antitraspirante y todo.
468693	472797	él manda emisarios. Hay muchas personas que han venido acá y han dicho cómo la
472837	478222	está viendo Martín Garabano respecto a mí. Ah, ¿sí? No, bien, perfecto. Bien. Sí, sí. Perfecto.
478482	483487	¿Qué te buscas vos? Nada, absolutamente nada. Ya estoy muy a la defensiva, eh. Estás muy a la defensiva, pero no pasa nada.
484028	486590	Es una cuestión de tiempo. Es al principio estar a la defensiva y después...
486630	490013	Después ya está y ya me mando los chascos que salen, recortan en Twitter.
490255	496840	No, no, pero es eso ¿no? Hay mucho como temor a una posible repercusión de algo.
497120	505226	Y no sé, porque sí, una nota uno más o menos hay un terreno seguro y a medida que das notas más prolongadas
505526	511670	vas perdiendo un poco, te olvidás un poco que esto después se está filmando, pasa lo de Gran Armando.
512772	517815	en un formato extendido. Cuando haces un documental pasa mucho. Yo hice un
517835	523279	documental en el Moyano, en el neuropsiquiátrico, y al principio todos
523299	527181	tienen noción de la cámara, pero es estar un tiempo suficiente y la gente la
527201	532384	deja de tener. Después ya no está. Ya es una persona más la cámara. Claro. Y te vas
532444	535786	olvidando. Después te acordás cuando salga el documental, pero bueno.
537008	540309	Creo que hay algo de que hablar tres horas que no perdés noción.
540329	541409	Y invita al error.
541889	547130	Sí, igual esto, siendo completamente honesto, no voy a decir que acá no pasan que la gente
547150	550031	dice cosas que se viralizan porque pasa sin buscarlo.
550831	553652	De verdad nunca tuve un interés en encontrar un título, ¿viste?
554272	556653	Creo que al revés, por eso hasta a veces salen más.
556693	559013	Porque a mí me parece que la búsqueda del título es una cosa como...
560214	566017	No sé, a mí siempre que hice esto me interesa la charla, la charla en sí misma, como los temas que se pueden compartir, hablar.
566977	570519	Nunca te dije el elogio a tu serie, al final.
571319	579623	Lo que le decía Martín es, yo no puedo evitar ser culturalmente medio sipayo, ¿viste? Esto lo dije un millón de veces.
580403	582164	Yo soy un admirador de la cultura yanqui.
582825	590289	Me gustan, me gustan sus cines, sus series, yo creo que me formé en gran medida viendo eso,
590509	596873	o sea, como esa generación, nacido en 90s, que mamó todo eso en el boom más para arriba que tuvieron.
598615	602178	Entonces, es inevitable que cuando veo algún formato, un algo, mi primera comparación,
602198	604920	o sea, ya sea consciente o inconsciente, después uno dice, no, hay que medir las cosas por
604940	608023	su propio término, pero la cabeza uno lo lleva con otros lados.
609384	614709	Y a mí lo que me pasa es que creo que es de las primeras cosas que yo veo en Argentina
615169	616150	que para mí es...
617092	620494	tope de gama, pero en parámetros internacionales.
620554	624176	O sea, yo ahora digo, boludo, para mí si esta serie fuera Yankee,
624276	627778	viste como hacen el meme ese ahora, que es tipo, le ponen a jugadores de fútbol
627798	629399	con distinta denominación y vale más.
630000	632181	Entonces, sean Tikorovsky y Yankee.
632321	635523	¿Entendés? Esta serie vale 200 palos verdes, viste?
635563	636704	Es como agarrar así.
636724	639085	Te haces sentir bien y mal al mismo tiempo.
640647	643548	Si Charlie García fuese Yankee, ¿no?
643588	649990	Claro, como ese fenómeno, como que la vi y dije, para boludo, esto está bueno en esto,
650070	651691	en parámetros for sport.
652091	657873	Y lo que me pasa a mí, como apasionado de la cultura argentina, como alguien que la
657913	661154	mama, que la admira, que quiere que crezca, que quiere que sea potencia.
662555	666396	De verdad funciona en dos niveles, el primero es el disfrute de la serie que no puede no
666416	670098	estar, yo la disfruté, me reí todos los capítulos, todos los capítulos reí, en
670198	674039	voz alta, es un montón eso, viste, cuando estás viendo algo, no hubo un solo capítulo
674059	677160	que en algún momento yo no riera, entonces yo digo, esto ya era, me saco el sombrero
678001	683723	y además me da como una sensación de orgullo, como Karlo digo, si estamos haciendo, o sea,
684764	686544	Uno ya se siente parte. Yo no hice nada.
686704	687444	En decio Palermo.
687945	689585	Si estamos haciendo esto...
689925	693627	Digo, boludo, ¿podemos hacer series, películas, lo que sea?
693847	696487	¿Quién te dice que no hay 10 años por delante
696668	699368	de éxito cultural, viste? Argentino.
699508	702069	Esa es la sensación que me da. Terminada de visión, Palermo.
702870	703110	Bueno.
704070	705610	Bien. Sonreír normal.
705670	708071	Sonreír normal. La naturalidad fue total
708251	709412	al haber tomado esto.
710152	710912	Está bueno, ¿no?
712794	713654	¿Pero cuál es la pregunta?
713694	714515	No hay pregunta.
714675	715815	Ah, hermoso, hermoso elogio.
715896	716836	Hermoso elogio.
716856	716896	Eh…
717617	718217	Sí, no sé qué…
719779	724403	No sé, ahora que somos campeones del mundo, que uno también se siente parte, ¿no?
724443	728186	Como así funciona el colectivo.
728346	728987	Totalmente.
729107	732230	Y es parte. Somos todos parte de División Palermo.
732350	733711	Somos todos División Palermo.
733731	736373	No, pero que es un poco... Todos somos parte de una misma cultura
736413	737614	y que se alimenta, digamos, desde...
737634	738435	Completamente de acuerdo.
739075	739796	Eh... ¿Qué es eso?
740256	742458	Arriba mío vive Martín Pirojanski.
742778	743879	Charlamos todo el tiempo.
743899	745160	¿Vive arriba tuyo Martín Pirojanski?
745942	747144	En el 11 años vieron al 10 años.
747204	749447	Ya, pero ya están intentando confundir vecinos directamente.
749487	751089	O sea, si viven los dos a un piso y...
751129	752230	¡Es imposible!
752250	754513	Juegamos al tenis juntos, hacemos dupla de tenis.
754753	755514	¡No!
755955	756155	¡Ya está!
757358	757999	Claro, es imposible.
758019	759680	La gente se va a hablar loca.
759700	760721	Se van a enloquecer.
761502	763383	No, aquí no importa, ¿no?
763523	765385	Pero charlamos todo el tiempo.
765405	767847	Voy con mi viejo y charlo y me dice,
768307	772510	¿y por qué no miras a, no sé, los pitufos,
772550	775713	esa Guardia Urbana, esa Policía Comunal de la Provincia de Buenos Aires,
775753	777434	o esta Guardia Urbana de tal otro lugar,
777474	779216	o esta como charlo con mi viejo,
779236	780757	charlo con Caraval, charlo con amigos,
783360	788361	Y como que hay algo medio colectivo en la creación.
788841	791542	Y fui a, no sé, estudié Comunicación,
791602	794322	o sea, que un montón de... Todo es parte, ¿viste?
794342	797603	Como que después siempre está la idea de que es una persona
797843	799363	y nada más lejos de eso.
799523	802444	Para empezar, en el cine, que hay un montón de guionistas,
802484	806244	un montón de editores, de actores que aportan muchas cosas,
806905	808885	pero es medio de todos un poco.
809145	809665	No, eso...
809705	812465	Como esa idea del mérito también confunde, ¿viste?
813266	815147	Bueno, algo que me llamaba mucho la atención...
815167	818128	Yo no sé nada en términos de producción audiovisual integral,
818148	820169	o sea, hacer una serie de una película, no sé cómo se empieza.
820610	823391	Cuando terminan los capítulos, los créditos son...
823731	824151	Enormes.
824231	827953	... interminables. Vos decís, wacho, esto es un ejército de personas.
828614	832816	Sí, mi viejo alguna vez iba a buscarme, fue a dejarme algo, lo que sea.
834478	841083	camiones afuera Santi, estás dirigiendo algo y hay camiones, un montón de gente, ¿qué es esto?
841103	848029	¿Qué estás haciendo? Es difícil tomar la dimensión del monstruo que es una serie así,
848850	851392	y ni hablar de la Yankee, pero digo esta es una serie
852795	857436	de pequeña dentro de lo que es Argentina, por más de que no se vea tan pequeña,
857496	862657	pero en materia de cantidad de gente y demás. Y aún así es enorme. Es enorme.
862677	866538	Para nosotros que estamos acostumbrados a hacer cosas para, no sé, para nuestro
866698	872079	YouTube o la UN3 o Instagram y de repente, bueno, un aprendizaje enorme
872119	876499	trabajar en equipo. ¿Cuatro años de laburo llevó esto encima? Más o menos, sí.
876599	878180	Yo hoy encontraba una...
880541	888745	En el 2018, te leo una cosa que encontré ayer anoche, yo tenía un punteo, yo no podía dirigir una serie,
888806	898591	no lograba que me financien los proyectos, entonces tenía una carpeta que era como brainstorming de series,
899211	901052	tenía varias, y esta es del 2018, que decía...
904635	907595	Le había puesto el nombre La 37, medio polca, ¿no?
907875	909716	La 37 era, perfecto.
910116	911536	Sí, ¿no? Porque puso el nombre así.
911916	916657	Un grupo de policías de la comisaría 37 y la inoperancia llevada a su máxima expresión.
917057	919938	En una rara mezcla de empleados estatales y fuerzas de seguridad,
919958	923118	tratarán de resolver sus misiones con el menor esfuerzo posible.
923479	926779	Desesperados por hacerse creer y deseosos por cambiar su imagen ante la sociedad,
927280	930843	siempre quedarán en el ojo de la tormenta por su accionar y su mal desempeño.
931143	934766	Pero pronto se verán envueltos por accidente en una trama de espionaje político
935186	937067	en la que deberán ir hasta las últimas consecuencias
937107	938589	porque ahora están en juego su supervivencia".
939029	942512	Y ponía Garavales, un policía de la policía al lado,
942552	944613	que les hace bullying y es depresivo.
944653	946254	Tenía esas notas en el 2018
946314	950117	y era una de las cuatro o cinco series que tenía,
950157	952019	a ver si alguien me compraba una, ¿viste?
952039	952319	Claro.
953720	954781	Así que 2018, ¿qué ya son?
957064	959365	Y yo soy abogado, así que no sé sumar, pero va a ser cuatro o cinco.
959405	960706	Cinco años, cinco años que...
960726	962846	Jajaja.
963507	963647	Uh.
963907	965948	Y si hubo un bache ahí raro de gente que no sabe sumar.
966008	966028	Sí.
966048	967588	Jajaja.
968349	968649	Es...
968729	969709	Es un montón igual.
970109	977432	Y pero es bastante como protodivisión palermo esa idea, eh, que después fue mutando y
977452	979513	oche, en vez de policía, porque una guardia urbana, que son...
979974	982556	les hacen bullying a otras policías también,
982576	986379	empezar a investigar y empezar a pensar a quiénes se enfrentan,
987099	988620	qué hacen para cambiar su imagen.
989001	990221	Entonces, para cambiar su imagen,
990642	993884	van incorporando minorías, personas con discapacidad, etcétera.
994706	997746	Entonces, es una idea que surge hace cinco años, pero hace cuatro,
998087	1002507	yo veo un concurso de series web del Inca,
1002847	1004308	que teníamos dos pesos.
1005168	1008128	Yo gano ese concurso para hacer un teaser de una serie web.
1008888	1011349	Es un teaser como dos minutos para filmarlo.
1011469	1011749	Mira.
1012669	1016370	Y en esos dos minutos, se me ocurrió varios chistes
1017370	1018390	y hice como un tráiler.
1018650	1020510	Eso que me comentaste en el 2019 era una foto de ese tráiler.
1022511	1025053	que fuimos a filmar con Caraval o teníamos otros uniformes,
1025073	1026014	pero era el concepto.
1026134	1026434	Claro.
1026594	1027955	Pasaban las mismas cosas.
1028495	1030057	Me gustó tanto cómo quedó ese tráiler
1030617	1033139	que yo usé esas cinco escenas, las usé todas en la serie.
1033419	1035641	Yo no sabía de qué iba a ser la serie,
1035661	1037162	solo puse cinco escenas graciosas
1037322	1038843	y después hice una serie con esas cinco escenas,
1038863	1040384	como uno que une los puntos.
1040404	1040944	Claro.
1040964	1043066	Entonces, algún día por ahí muestro el tráiler y decís,
1043226	1045968	ah, tipo, no había serie, pero estaba en estas bases.
1046190	1051056	Eso es increíble, o sea, metodológicamente, partir de cinco chistes que te gustaban
1051136	1055341	y hacerles una serie alrededor que justifique la existencia de los chistes es buenísimo.
1055521	1056262	Es buenísimo.
1056282	1058244	Es muy loco eso.
1058404	1062890	Y ahora que tenemos que ponernos a escribir la segunda, a veces pienso, como pensemos
1062930	1063851	en chistes también.
1064654	1068777	porque es como quien tira una mancha, viste, en una...
1069037	1069458	Sí, sí.
1069778	1072840	Bacon, no hacía el accidente, viste, que tiraba a Francis Bacon.
1072880	1074561	Bueno, que tiraba así y a partir de eso...
1074581	1076823	Y a partir de eso pintaba, qué sé yo, como...
1077043	1080326	Tiramos un gag y a partir de eso a ver a dónde nos lleva, ¿no?
1080426	1082247	Es que es buena también, uno creería...
1082567	1083768	Va, no sé qué creería uno,
1084188	1087051	pero tiendo a creer que a veces quizás intuitivamente uno cree...
1087071	1090053	No, no, pará, primero hay que tener la historia, la estructura,
1090073	1092154	de qué va, y a eso regarla de chistes.
1092616	1095857	Vos lo puedes hacer al revés. Tenés que ir un poco y un poco.
1095897	1098958	En un momento, los otros guionistas decían,
1098998	1101799	«Bueno, pará. Pensemos en un arco,
1101819	1103720	pensemos en una transformación del personaje.
1103740	1107882	O sea, tenés que ir y venir, pero si también te ahoga,
1108142	1111583	si pensás solamente el arco y la transformación del personaje,
1112383	1113204	te cierra mucho».
1113824	1116145	Entonces, es medio dinámico para mí.
1116465	1118426	Pero, bueno, en este caso fue así. Tenía una idea.
1119127	1121567	una idea tenía de que iba, pensé gags sobre eso
1121647	1124808	y después hice, por lo menos, los primeros cuatro capítulos
1124888	1127089	están en esos gags, están todos.
1127709	1130970	Ahí, el que te la compro, o sea, ¿es Netflix? ¿Funciona así?
1131230	1134631	Entonces, yo hice ese tráiler y hay una cosa que se llama Ventana Sur.
1134651	1138712	Y yo había hecho una carpeta
1139552	1143773	y en Ventana Sur tenés cinco minutos por cada plataforma o productora.
1145216	1147398	Esto se va picheando, ¿viste?
1147438	1151063	5 minutos hablas con una persona de Amazon, de HBO, de una productora.
1151103	1152805	Es un speed dating. Sí, ponía que tenés 10 minutos.
1152825	1154267	Tenés ese speed dating. ¿Y van rotando?
1154307	1155488	Sí. Hay 15 personas, 15 cosas y van rotando.
1162439	1165843	Nunca imaginé una cosa... O sea, no conozco nada de todos estos mundos. Me pareció fascinante.
1165863	1168086	O sea, viene el de Amazon y se la vendés a fondo.
1168106	1169467	El de Amazon está sentado. Vos vas...
1169667	1173312	Sí. Ah, bien, perfecto. Vos vayas.
1173472	1175554	Sí. Sí.
1176535	1179959	Para... Físicamente, ¿cómo funciona el lugar? O sea, son...
1180943	1184865	¿Cuartos? No, vos ves a los otros charlando y picheando.
1184906	1187307	Vos ves a los otros haciendo su baile también para convencer.
1187367	1190810	Es terrible. Es completamente descarnado.
1191490	1193992	Y vos ahí tenías que ir y bailar para…
1194473	1198216	En el 2019, yo había hecho el trailer, pero no había llegado a editarlo.
1198436	1201718	Viste que el link a veces demora en dar la plata hasta que filmamos.
1201778	1204620	En el 2019, en Medan Sur tenía subo una carpeta
1204660	1206442	y una promesa de un trailer que se les iba a dar.
1206482	1210585	No saben lo que va a estar esto. Nada, yo bailaba y no pasaba nada.
1212148	1214589	Miren, miren, es una policía. ¡Imaginen!
1215150	1217912	Son los Simpsons con imaginación, ¿no es?
1217932	1219613	Nada, nada. Se movió un pelo. Genial.
1219773	1221214	Yo después te mando el tráiler. Sí, sí.
1221775	1224297	Mandé el tráiler fin de 2019.
1224677	1226658	Febrero, marzo tenía el tráiler, se los mandaba.
1227279	1229721	Gracias. Nadie para mí lo veía mucho.
1229941	1230281	Claro.
1231542	1234364	Gané un concurso de serie web para ir a Marsella
1234424	1237286	a un laboratorio, una semana, escribir eso un poquito.
1237626	1238987	Seguí escribiendo, seguí...
1239007	1241229	Le hice un poquito, mejoré el color.
1241249	1242890	Sí, sí, sí.
1242691	1245652	Pasó un año y volví a Ventana Azul del año siguiente con el tráiler.
1246292	1247953	Ahora sí, en esta los mato.
1248313	1248553	Sí.
1249393	1252954	No, no sé, qué sé yo, era el mismo encuentro, las mismas personas.
1253054	1255235	Logré colarme ahí por segundo año, en general no,
1255555	1256916	pero compensaron.
1257696	1259076	Porque claro, espera, voy a decir esto.
1261177	1265798	¿Vos ganabas el concurso del tráiler para el año siguiente
1266278	1268059	presentarte en un concurso para hacer la serie?
1269562	1273347	Por esas burocracias del Inca, ese año se canceló el concurso.
1274950	1275190	Bien.
1275531	1278656	No hubo el concurso, o sea, yo tenía un trailer y no tenía dónde presentarme.
1278776	1279978	Claro, no había acceso a...
1280118	1280238	No.
1281622	1285465	y armaron otro concurso, después, pero para los ganadores del año siguiente.
1285585	1289668	Entonces yo quedé en un limbo donde no estaba, no había ningún concurso para mí.
1290108	1292550	Yo estaba loco, como no... ¿Qué hago con esta serie?
1292610	1294711	Una anomalía flotando en el aire.
1294911	1299655	Una de las tantas que sucede en nuestro país y quedé ahí en un limbo.
1299376	1305380	limbo entonces logré volver a eso a esa ventana y lo que pasó es que
1305400	1308282	empezaba a mostrar el tráiler y la gente se reía y otros miraban que se está
1308302	1312825	che se está riendo la de amazon que pasa acá venía para acá
1313906	1316648	la de amazon de hecho no iba a hablar por ejemplo pero vení vení a ver
1316668	1321011	charlamos un poco y charlamos y bueno y empezó a generar un interés y yo tuve
1321031	1321851	varias ofertas
1322914	1326537	Y una oferta también, que Ventana Azul es un mercado más grande y demás, fue de KIS,
1326917	1335004	que es una de las productoras más grandes de Latinoamérica, que me ofreció desarrollar
1335044	1340228	con ellos la serie, digamos, ellos me compran la serie y me financian para escribir el guión.
1341970	1344992	Y a mí pareció que era el lugar donde yo lo podía hacer como más cuidado,
1345032	1348254	porque yo quería escribirlo más tiempo, como que...
1348274	1351835	Yo soy medio obsesivo o detallista, como quieras llamarlo,
1351855	1355357	pero no quería hacerlo rápido en medio de los tiempos televisivos
1355657	1358819	que tienen estas cosas también, por la lógica de producción.
1358999	1359279	Claro.
1360380	1364141	Y entonces fui con ellos y durante un año desarrollamos la serie
1364161	1365882	con muchos guionistas que fueron pasando.
1368485	1372648	Y después ellos se lo ofrecieron a Netflix, se sumó y la terminamos de escribir con ellos.
1373229	1380294	Y todo eso, entre que yo hago el trailer en el 2019 y que la serie se estrenara, fueron cuatro años más o menos.
1381135	1385739	Entonces, eso fue el proceso que yo viví, de los cuales tres fueron full time.
1386419	1387520	Full time, te toma…
1387720	1390402	Y más o menos, sí. Ah, porque yo también tenía muchos roles.
1390983	1391243	Claro.
1392586	1395087	Claro, un desafío el recarajo igual, o sea, ¿no?
1395107	1396448	Sí, mucho.
1396729	1397269	Tremendo.
1398069	1401972	Qué loco igual ver como el trasbastidores de la producción, ¿viste?
1401992	1406535	Porque en general el consumo de la gente al respecto a la cultura es, vos ves, el producto
1406575	1410678	final que es la punta de la punta de la punta de un iceberg, de una gantía de laburo por
1410738	1411479	detrás que...
1411759	1412219	Bueno, es esto.
1412359	1415842	Y un laburo que es a ciegas, o sea...
1417704	1421586	que quizás, no sé si volveré a pasar por eso,
1422727	1426629	pero un laburo en que laburás y no tenés idea que va...
1426669	1427810	Siempre vas a pasar por eso.
1427870	1430852	Como que no sabes quién lo va a querer, si alguien lo va a querer
1431252	1434654	o si te lo tienes que tirar a los dos.
1434794	1438016	¿Cómo es eso? Se murió la Teletomi, no sé por qué.
1438576	1439356	¿Cómo es eso a nivel...?
1441859	1447222	Se me ocurren dos preguntas. ¿Siento que lo que vos comentás es económicamente complejo?
1447602	1449743	O sea, en términos de tu propia sustentabilidad.
1450184	1453366	Sí, no lo... cuando hablamos de mérito y eso también.
1453506	1459929	O sea, yo contaba con el apoyo de mis viejos en el sentido que no tenía que pagar alquiler.
1460471	1464135	Claro, viví en un buen ambiente, viví 10 años en un buen ambiente, también eso, dos cosas,
1464155	1469861	viví en un buen ambiente de 10 años, mientras otros amigos se mudaban a espacios más grandes,
1469901	1476087	o tenía un outing, que no sé yo, nada, no me quejo, porque al mismo tiempo pude dedicarle a eso,
1476127	1481572	que no me hubiese podido dedicar si no era de clase media, contaba con esa ayuda.
1481795	1483977	Claro, porque hay algo que es imposible en términos de…
1484017	1486761	No sé cómo realizás si vos estás surgido por otras condiciones económicas.
1486781	1491066	Me acabo de dar cuenta, pero por escucharte a vos agarrar y decir…
1491226	1495411	En el medio yo trabajé. Esos tres años full-time ya fueron pagos.
1495912	1497614	Porque yo ya le había vendido la serie Alien.
1498797	1504303	Ese, pero digamos, lo último que había dirigido para alguien, que alguien me había financiado
1504764	1507206	y que incluso habían sido dos pesos, fue en el 2015.
